Aide au démarrage en côte,Alimentation électrique,Allumage automatique des feux,Bouton Start & Stop,Clé intelligente,Climatisation,Détecteur de pluie,Direction assistée,Fermeture centralisée,Frein de stationnement éléctrique,Limiteur de vitesse,Ordinateur de bord,Régulateur de vitesse,Rétroviseur intérieur,Rétroviseurs extérieurs,Sélecteur de modes de conduite,Sièges avant réglables en hauteur,Système Start & Stop,Vitres électriques,Volant réglable,Accoudoirs,Appuis têtes arrières,Autoradio,Connectivité,Ecran,Pommeau de levier de vitesse,Sellerie,Sièges,Tableau de bord,Vitres,Volant,Aide au stationnement,Antibrouillards,Eléments extérieurs couleur carrosserie,Feux à LED,Jantes,Phares,Spoiler arrière,Carrosserie,Hauteur,Largeur,Longueur,Nombre de places,Nombre de portes,Peinture,Volume du coffre,0-100 Km/h,Consommation extra-urbaine,Consommation mixte,Consommation urbaine,Vitesse maxi,Boîte,Couple,Cylindrée,Energie,Nombre de cylindres,Nombre de rapports,Puissance (ch.din),Puissance fiscale,Transmission,ABS,Airbags,Anti-démarrage électronique,Anti-patinage,Assistance au freinage,Fixations ISOFIX,Surveillance d’angle mort,Garantie,prix,description,Modes de conduite,Dynamic Response,Autonomie électrique,Stores pare-soleil,Volume du coffre avant,Temps de recharge rapide,GPS,Consommation électrique,Capot moteur actif,Volume du coffre maximal,Lave Phares,Kit rangement,Détecteur de fatigue,Système de récupération d,Temps de recharge rapid,Détection des piétons,Kit sécurité,Instrumentation digitale,Coffre à bagages,Frein de stationnement,Emissions de CO2,Alerte de circulation transversale,Caméra d,Pack aérodynamique M,Caméra de recul,Ordinateur de Bord,Temps de recharge normale,Type,Aileron arrière,Sideblades,Contrôle de pression des pneus,Rétroviseur Intérieur,Volant et pommeau de levier de vitesse en cuir,Empattement,Tapis de sol,Rideau de benne,Arceau de benne,Éclairage d,Aide au Stationnement,Carte mains libres,Instrumentation numérique,Suspension,Contrôle du roulis de la remorque,Pack Sport Chrono,Financement,Boulons de roues protégés,Lumières d,Baguettes extérieures d,Sièges réglables en hauteur,Aide au maintien dans la voie,Airbags frontaux,Stabilisateur de vent latéral,Pédaliers,Cloison entre cabine et compartiment arrière,Consommation électrique WLTP,Fermeture assistée des portes,Différentiel autobloquant,Seuils de portes,Marchepieds latéraux,Ceintures de securite,Kit éclairage,Version pays chauds,Anti-Patinage,Alerte de franchissement de ligne,Ecran central,Sorties d’échappement,Puissance électrique,Caméra latérale,Magic Wash,Frein de parking électrique,SYSTÈME START & STOP,DSC,Freinage,Ciel de pavillon,Contrôle adaptatif de la charge,Voiture populaire,Radar de Stationnement,Nombre de moteurs électriques,ALARME ANTIVOL,Injection,ECRAN,Reconnaissance des panneaux,Kit fumeurs,Volume utile,RADAR DE STATIONNEMENT,Finition intérieure,Surface de chargement,Alarme antivol,Autonomie électrique WLTP,Navigation,4 roues directrices,Toit,Autonomie WLTP,Avertisseur de changement de voie,Contrôle de stabilité anti-retournement,Kit carrosserie,Affichage tête haute,Airbags rideaux,Frein de parking éléctrique,Charge utile,Boîte à gants réfrigérée,Assistant de feux de route,Poignées de portes,Feux de position à LED,Train roulant,Prise 12V,Airbags latéraux,Pneumatiques runflat,Baguettes extérieures d'encadrement des vitres,Préparation pour téléphone,Barre stabilisatrice,Poids total en charge,Spoiler Arrière,Barres de toit,Anti-démarrage,Pack nuit,Radar de stationnement,Système de descente en côte,Puissance avec overboost (ch.din),Clé Intelligente,Nombre de moteurs,Terrain Response,Degivrage lunette arriere,Autonomie NEDC,Conduite autonome,Boule d,Batterie,Lumières d'ambiance,Calandre,Couple électrique
,,Oui,,,Manuelle,,Oui,À distance,,,Oui,Oui,,Électriques,,Conducteur,,Avant/Arrière,En hauteur,,,6 haut-parleurs | Commandes au volant,2 USB | Android Auto | Bluetooth,Tactile,,Tissu,,,,,Radar de recul,Oui,Poignées de portes,Feux de jour,15,,Oui,Citadine,1517 mm,1735 mm,4039 mm,5,5,,289 L,12.7 s,5.1 L/100 km,6.5 L/100 km,8.8 L/100 km,171 KM/H,Automatique,130 nm 4000 tr/min,1398 CM³,Essence,4,6,100 CH,6 CV,Traction,Oui,Frontaux | Latéraux,Oui,,,,,2 ans,54800 DT,Chevrolet SONIC 1.4 L BVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Oui,Démarrage mains libres,Accès mains libres,Automatique,,Électrique,À distance,,,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Avec clignotants intégrés,Sport | Eco,Conducteur,,Avant/Arrière,En hauteur,Avant,,6 haut-parleurs | Commandes au volant,USB | Apple Carplay | Android Auto | Bluetooth,Tactile | 8 pouces,Cuir,Tissu | Surpiqures,Conducteur à réglage électrique | 4 directions,,Teintées,Cuir | 3 branches,Radar de recul | Caméra de recul,Oui,,Feux de jour | Avant | Arrières,En aluminium | 16,,,SUV,1615 mm,1740 mm,4220 mm,5,5,,320 L,13.2 s,,7.3 L/100 km,,160 KM/H,Automatique,140 nm 3600 tr/min,1485 CM³,Essence,4,,106 CH,6 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESC | ESP,EBD,,,2 ans,89800 DT,Chevrolet Groove1.5 L Premier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,Ouvrant | Panoramique,,,,,,,,,,,Chromées,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,
HSA,,,Démarrage mains libres,Accès mains libres,Automatique | Bizone,,Électrique,À distance,Oui,,Oui,Oui,,Électriques | Rabattables | Avec clignotants intégrés,Sport | Eco | Winter,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,6 haut-parleurs,USB | Apple Carplay | Bluetooth,Tactile | 8 pouces,,Tissu,Conducteur à réglage électrique,,,,Radar de recul | Radar avant | Caméra de recul,Oui,,Feux de jour | Arrières,En aluminium | 18,,,SUV,1760 mm,1835 mm,4655 mm,5,5,,429 L,N.C,,9.2 L/100 km,,N.C,Automatique,255 nm 2400 tr/min,1451 CM³,Essence,4,8,147 CH,9 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESC | ESP | TCS,EBD,,,2 ans,98500 DT,Chevrolet captiva1.5 Turbo Cvt 5 Places,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,Ouvrant,,,,,,,,,,,Chromées,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,
HSA,,,Démarrage mains libres,Accès mains libres,Automatique | Bizone,,Électrique,À distance,Oui,,Oui,Oui,,Électriques | Rabattables | Avec clignotants intégrés,Sport | Eco | Winter,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,6 haut-parleurs,USB | Apple Carplay | Bluetooth,Tactile | 8 pouces,,Tissu,Conducteur à réglage électrique,,,,Radar de recul | Radar avant | Caméra de recul,Oui,,Feux de jour | Arrières,En aluminium | 18,,,SUV,1760 mm,1835 mm,4655 mm,7,5,,,N.C,,9.2 L/100 km,,180 KM/H,Automatique,255 nm 2400 tr/min,1451 CM³,Essence,4,8,147 CH,9 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESC | ESP | TCS,EBD,,,2 ans,106500 DT,Chevrolet captiva1.5 Turbo CVT 7 places,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,Ouvrant,,,,,,,,,,,Chromées,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,
,1 prise 12 V,Oui,Démarrage mains libres,Démarrage à distance,Automatique | Bizone,,Électrique,À distance,Oui,,Oui,Oui,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,,,,Avant/Arrière,En hauteur et en profondeur,,,7 haut-parleurs | Haut-parleurs Bose | Commandes au volant,USB | Android Auto | Bluetooth | Chargeur de téléphone sans fil,Tactile | 8 pouces,Cuir,Cuir,Électriques | Chauffants | Fonction mémoire,,,Cuir | 3 branches,Radar de recul | Radar avant | Radar latéral | Caméra de recul | Parkassist,,,,En aluminium | 19,,,SUV,1697 mm,1843 mm,4652 mm,5,5,,846 L,N.C,6.3 L/100 km,7.5 L/100 km,9.7 L/100 km,185 KM/H,Automatique,275 nm 2000 tr/min,1451 CM³,Essence,4,6,172 CH,10 CV,Intégrale,Oui,Frontaux | Latéraux,Oui,ESP,,,,2 ans,148900 DT,Chevrolet EQUINOX1.5 Turbo AWD BVA,,,,,,,,,,,,Porte-lunettes,,,,,,,Ouverture mains libres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,Ouvrant,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,Chromée,
Oui,,,,,Manuelle,,Oui,À distance,,,Oui,Limiteur de vitesse,,Électriques | Dégivrants,,,,Avant,En hauteur et en profondeur,Avant,,6 haut-parleurs,USB | Bluetooth | Apple Carplay | Android Auto | Mirrorlink,Tactile | 7 pouces,,Tissu,,,Teintées,,,,Pare-chocs,,16,,,Citadine,1430,1745,4055,5,5,,310 L,13.2 s,4.6 l/100 km,5.3 l/100 km,6.4 l/100 km,174 km/h,Manuelle,,1199 cm3,Essence,3,5,75 ch,5 CV,Traction,Oui,Frontaux,Oui,,,,,3 ans,68500 DT,Peugeot 208 1.2 L Active1.2 L Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 prise 12 V,,,,Manuelle,,Oui,Oui,,,Oui,,,,,,,,En hauteur et en profondeur,,,2 haut-parleurs | Commandes au volant,2 USB | Bluetooth,,,Tissu,,,,,,,,,16,,,Pick up,1829 mm,1963 mm,5390 mm,2,2,,,14.9 s,,7.8 L/100 km,,172 KM/H,Manuelle,350 nm 1800 tr/min,1910 CM³,Diesel,4,6,150 CH,6 CV,Propulsion,Oui,Frontaux,Oui,,EBD,,,2 ans,72500 DT,Peugeot LANDTREK SIMPLE CABINE1.9 L Diesel 4x2 Benne tôle pliée,,,,,,,,,,,,,,,,,,,,,206 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,1000 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 prise 12 V,,,,Manuelle,,Oui,Oui,,,Oui,,,,,,,,En hauteur et en profondeur,,,2 haut-parleurs | Commandes au volant,2 USB | Bluetooth,,,Tissu,,,,,,,,,16,,,Pick up,1829 mm,1963 mm,5390 mm,2,2,,,14.9 s,,7.8 L/100 km,,172 KM/H,Manuelle,350 nm 1800 tr/min,1910 CM³,Diesel,4,6,150 CH,6 CV,Propulsion,Oui,Frontaux,Oui,,EBD,,,2 ans,76500 DT,Peugeot LANDTREK SIMPLE CABINE1.9 L Diesel 4x2,,,,,,,,,,,,,,,,,,,,,206 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,1000 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 prise 12 V,,,,Manuelle,,Oui,Oui,,,Oui,,,Électriques,,,,Avant/Arrière,En hauteur et en profondeur,,,4 haut-parleurs | Commandes au volant,2 USB | Bluetooth,,,Tissu,,,,,,Oui,Rétroviseurs,,16,,,Pick up,1897 mm,1963 mm,5330 mm,5,4,,,14.9 s,,7.8 L/100 km,,172 KM/H,Manuelle,350 nm 1800 tr/min,1910 CM³,Diesel,4,6,150 CH,6 CV,Propulsion,Oui,Frontaux,Oui,,EBD,,,2 ans,92990 DT,Peugeot LANDTREK DOUBLE CABINE1.9 L Diesel 4x2,,,,,,,,,,,,,,,,,,,,,206 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,1000 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 prise 12 V,,,,Manuelle,,Oui,À distance,,Oui,Oui,Oui,,Électriques,,,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,4 haut-parleurs | Commandes au volant,2 USB | Bluetooth,,,Tissu,,,,,,Oui,Pare-chocs | Rétroviseurs,,17,,,Pick up,1897 mm,1963 mm,5330 mm,5,4,,,15.8 s,,8.1 L/100 km,,171 KM/H,Manuelle,350 nm 1800 tr/min,1910 CM³,Diesel,4,6,150 CH,6 CV,Intégrale,Oui,Frontaux,Oui,ESP,EBD,,,2 ans,102990 DT,Peugeot LANDTREK DOUBLE CABINE1.9 L Diesel 4x4,,,,,,,,,,,,,,,,,,,,,212 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arrière,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,900 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,
Oui,,,,,Automatique,,Électrique,À distance,,Oui,Oui,Oui,,Électriques | Dégivrants,,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,,,6 haut-parleurs | Commandes au volant,USB | Bluetooth,Tactile | 7 pouces,,Tissu,,,Lunette et vitres arrières sur-teintées,Multi-fonctions,Radar de recul,,Oui,Feux de jour,En aluminium | 16,,Oui,SUV,1530 mm,1770 mm,4300 mm,5,5,,405 L,9.1 s,3.9 L/100 km,4.3 L/100 km,5.1 L/100 km,198 KM/H,Automatique,230 nm 1750 tr/min,1199 CM³,Essence,3,6,130 CH,7 CV,Traction,Oui,Frontaux,,ESP,AFU,,,3 ans,97900 DT,Peugeot 20081.2 L Puretech 130 Active BVA,,,,,,,,,,,,,,,,,,,,,109 g/km,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chromées | Doubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oui,,Oui,Démarrage mains libres,Accès mains libres,Automatique,Oui,Électrique,À distance,Oui,Oui,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Éclairage d,,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,Avant,,6 haut-parleurs | Commandes au volant,USB | Bluetooth,Tactile | 7 pouces,,Similicuir/Tissu,Confort,,Lunette et vitres arrières sur-teintées,Multi-fonctions,Radar de recul | Radar avant | Caméra de recul,,Oui,Feux de jour,En aluminium | 17,LED,Oui,SUV,1530 mm,1770 mm,4300 mm,5,5,,405 L,9.1 s,3.9 L/100 km,4.3 L/100 km,5.1 L/100 km,198 KM/H,Automatique,230 nm 1750 tr/min,1199 CM³,Essence,3,6,130 CH,7 CV,Traction,Oui,Frontaux,,ESP,AFU,,,3 ans,104900 DT,Peugeot 20081.2 L Puretech 130 Allure BVA,,,,,,,,,,,,,,,,,,,,,109 g/km,,,,,,,,,,Oui,,,,Oui,,,,,,i-cockpit | 3D,,,,,,,,,,,,,,,,,,,,,,,,,Chromées | Doubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noires,,,,,,,,,,,,,,,,
,,Oui,,,Manuelle,,Oui,,,,,,,,,,,,En hauteur et en profondeur,Avant,,4 haut-parleurs | Commandes sous le volant,USB | Bluetooth,,,Tissu,,,,,,Oui,,,16,,,Monospace,1878 mm,1848 mm,4403 mm,5,5 | 2 portes latérales coulissantes,,775 L,15.9 s,5.1 L/100 km,5.8 L/100 km,7 L/100 km,182 KM/H,Manuelle,230 nm 1500 tr/min,1560 CM³,Diesel,4,5,90 CH,5 CV,Traction,Oui,Frontal conducteur,,ESP,,Oui,,3 ans,100900 DT,Peugeot RIFTER1.6 L HDI 90ch Active Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill assist,,Oui,Démarrage mains libres,,Automatique | Bizone,Oui,Électrique,À distance,Oui,Oui,Oui,Oui,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,6 haut-parleurs | Commandes au volant,USB-C | Bluetooth | Mirrorlink,Tactile | 10 pouces,,Similicuir/Tissu,,,Teintées | Lunette et vitres arrières sur-teintées,Croûte de cuir,Radar de recul | Radar avant | Caméra de recul,Oui,Pare-chocs | Poignées de portes | Rétroviseurs,Feux de jour | Avant | Arrières,En aluminium | 16,Eco LED,,Compacte,1440 mm,1850 mm,4370 mm,5,5,,412 L,9.7 s,4.6 L/100 km,5.5 L/100 km,5.9 L/100 km,210 KM/H,Automatique,230 nm 1750 tr/min,1199 CM³,Essence,3,8,130 CH,7 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP,,Oui,,5 ans,105900 DT,Peugeot 3081.2 L Puretech 130 Ch Allure Eat8,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir Brillant,,Oui,,,,,,,,,,,,,,,,Chromées,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill assist,,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Électrique,À distance,Oui,Oui,Oui,Oui,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Sport,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,6 haut-parleurs | Commandes au volant,Bluetooth | Mirrorlink | 2 USB-C,Tactile | 10 pouces,,Alcantara | Mi-TEP,,,Teintées | Lunette et vitres arrières sur-teintées,Cuir | Multi-fonctions | Sport,Radar de recul | Radar avant | Caméra de recul | Détection du trafic en marche arrière,Oui,Pare-chocs | Poignées de portes | Rétroviseurs,Feux de jour | Avant | Arrières,En aluminium | 16,Full LED,,Compacte,1440 mm,1850 mm,4370 mm,5,5,,412 L,9.7 s,4.6 L/100 km,5.5 L/100 km,5.9 L/100 km,210 KM/H,Automatique,230 nm 1750 tr/min,1199 CM³,Essence,3,8,130 CH,7 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP,,Oui,Oui,5 ans,120900 DT,Peugeot 308 GT1.2 L Puretech 130 Ch BVA,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,Oui,Noir Brillant,,Oui,,,,,,,,,,,Oui,,,,,Chromées,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noire,
Oui,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Oui,À distance,Oui,Oui,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés | Éclairage d,Normal | Confort | Sport | Grip Control,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,4 haut-parleurs | Commandes au volant,USB | Apple Carplay | Android Auto | Bluetooth,Tactile | 8 pouces,,Similicuir/Tissu | Surpiqures,Réglage lombaire,,Teintées | Lunette et vitres arrières sur-teintées,Multi-fonctions | Sport | à méplat | Avec palettes,Radar de recul | Radar avant | Caméra de recul,,Oui,Avant | Arrières,En aluminium | 18,LED,,SUV,1620 mm,1841 mm,4447 mm,5,5,Métallisée,520 L,8.9 s,4.8 L/100 km,5.7 L/100 km,7.3 L/100 km,206 KM/H,Automatique,240 nm 1400 tr/min,1598 CM³,Essence,4,6,165 CH,9 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP | ASR,AFU,,,3 ans,146900 DT,Peugeot 30081.6 L Allure BVA,,,,,,,Cartographie Tunisienne,,,,,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,i-cockpit | Dalle Numérique Haute Définition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Textile Brumeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminium,,,,HDC,,,,,,,,,,,,
Hill assist,1 prise 12 V,Oui,,,Automatique | Bizone,Oui,Électrique,À distance,,,Oui,,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés | Éclairage d,Normal | Confort | Sport,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,6 haut-parleurs | Commandes au volant,Apple Carplay | Android Auto | Bluetooth | Commande vocale | Mirrorlink | 4 USB-C,Tactile | 10 pouces,,Mi-TEP,Réglage lombaire,,Lunette et vitres arrières sur-teintées,Multi-fonctions | Croûte de cuir | Avec palettes,Radar de recul | Caméra de recul,,Oui,Feux de jour | Avant | Arrières,En aluminium | 18,Full LED | Signature LED,,Berline,147 mm,1848 mm,4687 mm,5,4,,471 L,8.9 s,4.8 L/100 km,5.7 L/100 km,7.3 L/100 km,206 KM/H,Automatique,240 nm 1400 tr/min,1598 CM³,Essence,4,8,215 CH,13 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP | ASR,AFU,,,3 ans,148900 DT,Peugeot 4081.6 L Allure EAT8,,,,,,,,,,,,Poches aumônières,Oui,,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,i-cockpit | Dalle Numérique Haute Définition,,,,,,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminium,,,,HDC,,,,,,,,,,,,
Hill assist,1 prise 12 V,Oui,,Accès mains libres,Automatique | Bizone,Oui,Électrique,À distance,Oui,,Oui,,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés | Éclairage d,Normal | Confort | Sport,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,6 haut-parleurs | Commandes au volant,Apple Carplay | Android Auto | Bluetooth | Commande vocale | Mirrorlink | 4 USB-C,Tactile | 10 pouces,,Mi-TEP,Réglage lombaire,,Lunette et vitres arrières sur-teintées,Multi-fonctions | Croûte de cuir | Avec palettes,Radar de recul | Radar avant | Caméra de recul,,Oui,Feux de jour | Avant | Arrières,En aluminium | 18,Full LED | Signature LED,,Berline,147 mm,1848 mm,4687 mm,5,4,,471 L,8.9 s,4.8 L/100 km,5.7 L/100 km,7.3 L/100 km,206 KM/H,Automatique,240 nm 1400 tr/min,1598 CM³,Essence,4,8,215 CH,13 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP | ASR,AFU,,,3 ans,149900 DT,Peugeot 4081.6 L Allure Pack EAT8,,,,,,,,,,,,Poches aumônières,Oui,,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,i-cockpit | Dalle Numérique Haute Définition,,,,,,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminium,,,,HDC,,,,,,,,,,,,
,,,,,,Oui,Oui,Oui,,Oui,,Oui,,,,,,Avant,En hauteur et en profondeur,,,Commandes au volant,USB | AUX | Bluetooth,,,Tissu,,,,,,,,,16,,,Monospace,1890 mm,1920 mm,4956 mm,9,5 | 1 porte latérale coulissante,,N.C,10.3 s,5 L/100 km,5.4 L/100 km,6.1 L/100 km,185 KM/H,Manuelle,370 nm 2000 tr/min,1997 CM³,Diesel,4,6,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux,,,,,,3 ans,151900 DT,Peugeot EXPERT COMBI2.0 L HDI 9 Places,,,,,,,,,,,,,,,,,,,,,142 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,
Hill assist,1 prise 12 V,Oui,,Accès mains libres,Automatique | Bizone,Oui,Électrique,À distance,Oui,,Oui,,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés | Éclairage d,Normal | Confort | Sport,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,6 haut-parleurs | Commandes au volant,Apple Carplay | Android Auto | Bluetooth | Commande vocale | Mirrorlink | 4 USB-C,Tactile | 10 pouces,,Alcantara | Mi-TEP,Réglage lombaire,,Lunette et vitres arrières sur-teintées,Chauffant | Multi-fonctions | Cuir Perforé | Avec palettes,Radar de recul | Radar avant | Caméra de recul,,Oui,Feux de jour | Avant | Arrières,En aluminium | 18,Full LED | Signature LED,,Berline,147 mm,1848 mm,4687 mm,5,4,,471 L,8.9 s,4.8 L/100 km,5.7 L/100 km,7.3 L/100 km,206 KM/H,Automatique,240 nm 1400 tr/min,1598 CM³,Essence,4,8,215 CH,13 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP | ASR,AFU,,,3 ans,160900 DT,Peugeot 408 GT1.6 L EAT8,,,,,,,,,,,,Poches aumônières,Oui,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres,,,,,,,,,,,,Oui,,,,Oui,,,,,,i-cockpit | Dalle Numérique Haute Définition,,,,,,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant | +5000 DT,,,,GT-Line,,,,,,,,,,,,,,,,,,Aluminium,,,,HDC,,,,,,,,,,,,
Oui,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Oui,À distance,Oui,Oui,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés | Éclairage d,Normal | Confort | Sport | Grip Control,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,4 haut-parleurs | Commandes au volant,USB | Apple Carplay | Android Auto | Bluetooth,Tactile | 10.1 pouces,,Alcantara | Similicuir | Surpiqures,Conducteur à réglage électrique | 8 directions | Chauffants | Massants | Réglage lombaire,,Teintées | Lunette et vitres arrières sur-teintées,Multi-fonctions | Sport | à méplat | Avec palettes,Radar de recul | Radar avant | Caméra de recul,LED,Oui,Avant | Arrières,En aluminium | 18,Full LED,,SUV,1620 mm,1841 mm,4447 mm,5,5,Métallisée,520 L,8.9 s,4.8 L/100 km,5.7 L/100 km,7.3 L/100 km,206 KM/H,Automatique,240 nm 1400 tr/min,1598 CM³,Essence,4,6,165 CH,9 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP | ASR,AFU,,Oui,3 ans,166900 DT,Peugeot 3008 GT1.6L BVA,,,,,,,Cartographie Tunisienne,,,,,,Oui,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres,,,,,,,,,,,,Oui,,,,Oui,,,,,,i-cockpit | Dalle Numérique Haute Définition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcantara,,,,,,,,,,GT-Line,,,,,,,,,,,,,,,,,,Aluminium,,,,HDC,,,,,,,,,,,Grille GT,
